Folder,Results
rw-same-count-5,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6660901052631579, 'AUC-PR': 0.1993452644865284}, {'Algorithm': 'COF', 'AUC-ROC': 0.488580947368421, 'AUC-PR': 0.08996982823785545}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9991496842105263, 'AUC-PR': 0.9834924331499908}, {'Algorithm': 'KNN', 'AUC-ROC': 0.732624, 'AUC-PR': 0.26581102127207934}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5551475789473684, 'AUC-PR': 0.13402684580415475}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9069599999999999, 'AUC-PR': 0.3737746791922955}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999852631578947, 'AUC-PR': 0.9997147875734799}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999852631578947, 'AUC-PR': 0.9997147875734799}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9837513684210526, 'AUC-PR': 0.6830706037323949}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999852631578947, 'AUC-PR': 0.9997147875734799}]"
rw-same-count-2,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6230010204081633, 'AUC-PR': 0.08191488154613585}, {'Algorithm': 'COF', 'AUC-ROC': 0.34707755102040816, 'AUC-PR': 0.0745004407888625}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999505102040817, 'AUC-PR': 0.9975770044029036}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6521966836734693, 'AUC-PR': 0.08267436439964435}, {'Algorithm': 'LOF', 'AUC-ROC': 0.4237313775510204, 'AUC-PR': 0.08217737022454706}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9025204081632652, 'AUC-PR': 0.3438724179575676}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999928571428572, 'AUC-PR': 0.9996390169419467}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999928571428572, 'AUC-PR': 0.9996390169419467}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9951377551020408, 'AUC-PR': 0.7442081014277294}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999928571428572, 'AUC-PR': 0.9996390169419467}]"
ecg-diff-count-9,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5518399587210193, 'AUC-PR': 0.1260309047377297}, {'Algorithm': 'COF', 'AUC-ROC': 0.5135646155969567, 'AUC-PR': 0.1323483938687825}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9643862934132639, 'AUC-PR': 0.6713979966282124}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5582482028999787, 'AUC-PR': 0.1375467508166158}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5238539606772109, 'AUC-PR': 0.1372332099265176}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.6173638262531658, 'AUC-PR': 0.2948129730523363}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9517285912448551, 'AUC-PR': 0.6615712371959928}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9517285912448552, 'AUC-PR': 0.6615712303377186}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9555098739902658, 'AUC-PR': 0.5583307870099685}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9512854827758377, 'AUC-PR': 0.6609801771333179}]"
ecg-trend-linear,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5313161616161616, 'AUC-PR': 0.010711284459928628}, {'Algorithm': 'COF', 'AUC-ROC': 0.5384666666666666, 'AUC-PR': 0.010722140172950647}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.8709060606060606, 'AUC-PR': 0.036687944454200164}, {'Algorithm': 'KNN', 'AUC-ROC': 0.46805505050505053, 'AUC-PR': 0.009193102988939765}, {'Algorithm': 'LOF', 'AUC-ROC': 0.49507272727272733, 'AUC-PR': 0.00957840287926209}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.4256717171717172, 'AUC-PR': 0.00804622767874228}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999979797979798, 'AUC-PR': 0.9998029508833236}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999979797979798, 'AUC-PR': 0.9998029508833236}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.924939393939394, 'AUC-PR': 0.06048864823209583}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999959595959597, 'AUC-PR': 0.9996068050580043}]"
ecg-diff-count-7,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5291246865041578, 'AUC-PR': 0.07582842531199198}, {'Algorithm': 'COF', 'AUC-ROC': 0.5314241133380742, 'AUC-PR': 0.11122499325290389}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9718044490519134, 'AUC-PR': 0.6869532535716072}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5562817866240239, 'AUC-PR': 0.11148491841163811}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5349330008024715, 'AUC-PR': 0.11515666796354768}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.6951320094767048, 'AUC-PR': 0.2975681639501616}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.8733235153171497, 'AUC-PR': 0.5940888163438343}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.8733235153171497, 'AUC-PR': 0.5940888163438343}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9589585326013549, 'AUC-PR': 0.51308494134538}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.8721577807955284, 'AUC-PR': 0.5937684086138015}]"
cbf-length-1,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'COF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9955995599559956, 'AUC-PR': 0.011111111111111112}, {'Algorithm': 'KNN', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.809080908090809, 'AUC-PR': 0.0002617801047120419}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.8071807180718071, 'AUC-PR': 0.0002592016588906169}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.8071807180718071, 'AUC-PR': 0.0002592016588906169}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.8072807280728073, 'AUC-PR': 0.00025933609958506224}]"
rw-type-platform,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.03929292929292927, 'AUC-PR': 0.005202372281760482}, {'Algorithm': 'COF', 'AUC-ROC': 0.0, 'AUC-PR': 0.005}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9989848484848485, 'AUC-PR': 0.8138522437045103}, {'Algorithm': 'KNN', 'AUC-ROC': 0.0, 'AUC-PR': 0.005}, {'Algorithm': 'LOF', 'AUC-ROC': 0.312020202020202, 'AUC-PR': 0.007234843003906815}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9128434343434343, 'AUC-PR': 0.056946291650884835}, {'Algorithm': 'STAMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.999689898989899, 'AUC-PR': 0.9630533787032716}]"
sinus-trend-linear,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5268040404040404, 'AUC-PR': 0.07866140380926545}, {'Algorithm': 'COF', 'AUC-ROC': 0.59585, 'AUC-PR': 0.08311469819167584}, {'Algorithm': 'kMeans', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5693050505050505, 'AUC-PR': 0.08345239029009559}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5893050505050506, 'AUC-PR': 0.08247956019485757}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9426151515151515, 'AUC-PR': 0.4457759256612732}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999474747474747, 'AUC-PR': 0.994554529470936}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999474747474747, 'AUC-PR': 0.994554529470936}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328185}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999474747474747, 'AUC-PR': 0.994554529470936}]"
rw-type-extremum,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'COF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'kMeans', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'KNN', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8073807380738074, 'AUC-PR': 0.0002594706798131811}, {'Algorithm': 'STAMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'STOMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'VALMOD', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}]"
poly-length-50,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5223919597989951, 'AUC-PR': 0.005576545625708886}, {'Algorithm': 'COF', 'AUC-ROC': 0.5537477386934673, 'AUC-PR': 0.08307065135643028}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999979899497488, 'AUC-PR': 0.9996039215686274}, {'Algorithm': 'KNN', 'AUC-ROC': 0.3934733668341709, 'AUC-PR': 0.008253576104407929}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5619487437185929, 'AUC-PR': 0.0844205378528156}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7529105527638191, 'AUC-PR': 0.009831763320514051}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.639294472361809, 'AUC-PR': 0.006333813965984772}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.639294472361809, 'AUC-PR': 0.006333813965984772}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999979899497488, 'AUC-PR': 0.9996039215686274}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.6394854271356784, 'AUC-PR': 0.00633672351404025}]"
sinus-diff-count-7,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5428301436374041, 'AUC-PR': 0.15718254933967687}, {'Algorithm': 'COF', 'AUC-ROC': 0.5752751132178759, 'AUC-PR': 0.152418948249984}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.992148231437245, 'AUC-PR': 0.8720178484566594}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5793912167500249, 'AUC-PR': 0.2802656094839609}, {'Algorithm': 'LOF', 'AUC-ROC': 0.6048442437730168, 'AUC-PR': 0.235427917092557}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7311234852443516, 'AUC-PR': 0.4608162018317969}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.914211992696825, 'AUC-PR': 0.7669506656960604}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.914211992696825, 'AUC-PR': 0.7669506656960604}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9833584885413555, 'AUC-PR': 0.8230293987414337}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9182185524907933, 'AUC-PR': 0.7703061125439427}]"
ecg-combined-diff-3,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6351500276715031, 'AUC-PR': 0.027798047027100318}, {'Algorithm': 'COF', 'AUC-ROC': 0.48657138044707526, 'AUC-PR': 0.0217454587188756}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9829148920811377, 'AUC-PR': 0.2812117313604546}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7372622055391131, 'AUC-PR': 0.02726923563270412}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5284636300199717, 'AUC-PR': 0.021269466075002137}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7070911234630283, 'AUC-PR': 0.07653524068801698}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9228932361221397, 'AUC-PR': 0.10115618552614604}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9228932361221397, 'AUC-PR': 0.10115618552614604}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9856656801174234, 'AUC-PR': 0.2776266086530755}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9335710676387786, 'AUC-PR': 0.10812873614523216}]"
sinus-diff-count-9,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6020814019436245, 'AUC-PR': 0.2821755200258389}, {'Algorithm': 'COF', 'AUC-ROC': 0.5512350783392702, 'AUC-PR': 0.1386745850891215}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9844606677787129, 'AUC-PR': 0.8367165384224247}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5915290417904893, 'AUC-PR': 0.28190953130422636}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5873621936054223, 'AUC-PR': 0.21479801149454264}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7305926294165124, 'AUC-PR': 0.4420744535771696}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.8710289711509923, 'AUC-PR': 0.6824201510093747}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.8710289711509923, 'AUC-PR': 0.6824201510093747}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9728622187804977, 'AUC-PR': 0.7744965154960542}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.8724866826565717, 'AUC-PR': 0.6830292652828202}]"
cbf-type-variance,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.7065434343434343, 'AUC-PR': 0.3477869940681785}, {'Algorithm': 'COF', 'AUC-ROC': 0.6822444444444444, 'AUC-PR': 0.22898821130402122}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9949222222222222, 'AUC-PR': 0.5591408924185083}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7964606060606061, 'AUC-PR': 0.3621140290429628}, {'Algorithm': 'LOF', 'AUC-ROC': 0.6625505050505051, 'AUC-PR': 0.2897690122372289}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8067464646464645, 'AUC-PR': 0.026685586364144767}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.7503151515151515, 'AUC-PR': 0.02373620843054642}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.7503151515151515, 'AUC-PR': 0.02373620843054642}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9934858585858586, 'AUC-PR': 0.6703013899759852}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.7506, 'AUC-PR': 0.02374938925752796}]"
ecg-diff-count-6,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5664111297354759, 'AUC-PR': 0.09057210791471937}, {'Algorithm': 'COF', 'AUC-ROC': 0.5055566307116266, 'AUC-PR': 0.08627736161008473}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9735057729577165, 'AUC-PR': 0.7006851219712493}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6053664856832288, 'AUC-PR': 0.09465818438743746}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5085059904404267, 'AUC-PR': 0.09135503665189929}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7794004579534478, 'AUC-PR': 0.3212631864799644}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.8873592955157167, 'AUC-PR': 0.4927358348750563}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.8873592955157167, 'AUC-PR': 0.4927358348750563}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9759838150838023, 'AUC-PR': 0.70937069047426}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.8905803510360057, 'AUC-PR': 0.49305570984409863}]"
ecg-diff-count-1,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.478230303030303, 'AUC-PR': 0.008858322197316843}, {'Algorithm': 'COF', 'AUC-ROC': 0.5069328282828283, 'AUC-PR': 0.009953609157303454}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999848484848486, 'AUC-PR': 0.9985260714639583}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5294328282828282, 'AUC-PR': 0.011017033468613074}, {'Algorithm': 'LOF', 'AUC-ROC': 0.533600505050505, 'AUC-PR': 0.011145852037740357}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.1336828282828283, 'AUC-PR': 0.09509776053420561}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9964494949494949, 'AUC-PR': 0.5612294981294736}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9964494949494949, 'AUC-PR': 0.5612203313266709}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.999989898989899, 'AUC-PR': 0.9990143669744702}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9964525252525253, 'AUC-PR': 0.5614077279137939}]"
ecg-diff-count-8,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5280884742258267, 'AUC-PR': 0.09293485054118306}, {'Algorithm': 'COF', 'AUC-ROC': 0.5317367274777909, 'AUC-PR': 0.12118541805555617}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9745422290894102, 'AUC-PR': 0.7344860351556597}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5395403981745157, 'AUC-PR': 0.12386286101973235}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5318618310468246, 'AUC-PR': 0.13671689475228557}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.5136168063106812, 'AUC-PR': 0.2093910355243963}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9081489749561218, 'AUC-PR': 0.643354582377684}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9081489749561218, 'AUC-PR': 0.643354565678821}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9617387110328461, 'AUC-PR': 0.6390797776772209}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9020883168300428, 'AUC-PR': 0.6422190002084405}]"
sinus-combined-diff-1,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5666356382978723, 'AUC-PR': 0.1996476926848986}, {'Algorithm': 'COF', 'AUC-ROC': 0.5645804964539007, 'AUC-PR': 0.17757162659289424}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9987546099290779, 'AUC-PR': 0.9793649568351025}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6236406028368795, 'AUC-PR': 0.21721157771317068}, {'Algorithm': 'LOF', 'AUC-ROC': 0.558297695035461, 'AUC-PR': 0.2061971957951526}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9462535460992907, 'AUC-PR': 0.5613250178941909}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9794686170212766, 'AUC-PR': 0.9273321230748452}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9794686170212766, 'AUC-PR': 0.9273321230748452}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.997789184397163, 'AUC-PR': 0.9570410609223554}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.97927695035461, 'AUC-PR': 0.9275979979799664}]"
sinus-diff-count-8,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5469787296319347, 'AUC-PR': 0.17565290443573223}, {'Algorithm': 'COF', 'AUC-ROC': 0.5549921079667579, 'AUC-PR': 0.14791185289977954}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9880529543234673, 'AUC-PR': 0.8574185852822142}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5718489509785769, 'AUC-PR': 0.25914554357691166}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5784193812197989, 'AUC-PR': 0.2260853059549895}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.6747457544174752, 'AUC-PR': 0.37736337235908374}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9248200418525514, 'AUC-PR': 0.7187891770840897}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9248200418525514, 'AUC-PR': 0.7187891770840897}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9759586377379557, 'AUC-PR': 0.7702884377456803}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9285501378440368, 'AUC-PR': 0.7237602706266768}]"
sinus-type-variance,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5874909090909091, 'AUC-PR': 0.14392851000013462}, {'Algorithm': 'COF', 'AUC-ROC': 0.5351439393939393, 'AUC-PR': 0.14404368063703343}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.999989898989899, 'AUC-PR': 0.9990143669744702}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6577863636363637, 'AUC-PR': 0.15410640169986406}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5601126262626263, 'AUC-PR': 0.14544495378089325}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9903616161616161, 'AUC-PR': 0.5058713629259496}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328185}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328185}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.999989898989899, 'AUC-PR': 0.9990143669744702}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328185}]"
rw-length-1000,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6664506666666667, 'AUC-PR': 0.30301200525011157}, {'Algorithm': 'COF', 'AUC-ROC': 0.5354544444444445, 'AUC-PR': 0.11456304837991681}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999874444444444, 'AUC-PR': 0.9998873844334962}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7230931666666667, 'AUC-PR': 0.31482808903452353}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5782450555555556, 'AUC-PR': 0.12497407726842753}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9469301111111113, 'AUC-PR': 0.5440525261998753}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999516666666667, 'AUC-PR': 0.9995043929263989}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999516666666667, 'AUC-PR': 0.9995043929263989}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9996385555555556, 'AUC-PR': 0.9965249439767572}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999516666666667, 'AUC-PR': 0.9995043929263989}]"
ecg-combined-diff-2,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5274658986175116, 'AUC-PR': 0.07680847709321764}, {'Algorithm': 'COF', 'AUC-ROC': 0.5346787250384024, 'AUC-PR': 0.08464077789002183}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9788818740399385, 'AUC-PR': 0.8415770785592136}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5427874039938556, 'AUC-PR': 0.08275885236336827}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5290082949308756, 'AUC-PR': 0.08766258708241755}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8910046082949309, 'AUC-PR': 0.5299467894861108}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9430525345622122, 'AUC-PR': 0.5292358057918409}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9430525345622122, 'AUC-PR': 0.5292358057918409}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9537943164362519, 'AUC-PR': 0.4698842172028339}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9491181259600615, 'AUC-PR': 0.5323713012493605}]"
sinus-diff-count-6,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6382464043383913, 'AUC-PR': 0.3078929155609621}, {'Algorithm': 'COF', 'AUC-ROC': 0.5656445819803703, 'AUC-PR': 0.16476301866288579}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9972197934901856, 'AUC-PR': 0.9501651455956337}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6591363015625765, 'AUC-PR': 0.3127241263467265}, {'Algorithm': 'LOF', 'AUC-ROC': 0.6094534796077915, 'AUC-PR': 0.24566945903323162}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9130062855655148, 'AUC-PR': 0.521201584455586}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.8833197905694034, 'AUC-PR': 0.6555879205933521}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.8833197905694034, 'AUC-PR': 0.6555879205933521}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9951775572972383, 'AUC-PR': 0.9042855751853461}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.8822357390703381, 'AUC-PR': 0.6558910859083926}]"
sinus-diff-count-1,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5493989898989899, 'AUC-PR': 0.011654256369780507}, {'Algorithm': 'COF', 'AUC-ROC': 0.5165878787878788, 'AUC-PR': 0.010401263145708576}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9993959595959596, 'AUC-PR': 0.915106182958605}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5430429292929293, 'AUC-PR': 0.012238951008401838}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5443944444444444, 'AUC-PR': 0.01245024232741829}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9833616161616161, 'AUC-PR': 0.6241664786364041}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9807262626262626, 'AUC-PR': 0.49830276904010345}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9807262626262626, 'AUC-PR': 0.49830276904010345}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9949959595959597, 'AUC-PR': 0.49255775392063667}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9852414141414141, 'AUC-PR': 0.5054111339384219}]"
cbf-diff-count-4,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.4559308268585418, 'AUC-PR': 0.02888308957605449}, {'Algorithm': 'COF', 'AUC-ROC': 0.4151455487927481, 'AUC-PR': 0.02744305281400761}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.7887685102310442, 'AUC-PR': 0.10621400257022642}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5509745327719848, 'AUC-PR': 0.03975187315358715}, {'Algorithm': 'LOF', 'AUC-ROC': 0.43241674056886364, 'AUC-PR': 0.02787338179289804}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.426983430493742, 'AUC-PR': 0.023985638070940254}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.5531778972315877, 'AUC-PR': 0.030307378024001783}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.5531778972315877, 'AUC-PR': 0.030307378024001783}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.7473593023769618, 'AUC-PR': 0.07634385270007427}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.5531758420140584, 'AUC-PR': 0.03030727623707623}]"
